cycog_iid	cycog_cns_product
CyCOG_60000527	LSU ribosomal protein L12P
CyCOG_60000528	Putative Holin-X, holin superfamily III
CyCOG_60000529	L-threonine synthase
CyCOG_60000530	uroporphyrinogen-III synthase
CyCOG_60000531	Predicted membrane protein (DUF2232)
CyCOG_60000532	ATP-binding cassette, subfamily F, member 3
CyCOG_60000533	UDP-N-acetylglucosamine-N-acetylmuramylpentapeptide N-acetylglucosamine transferase
CyCOG_60000534	hypothetical protein
CyCOG_60000535	prolyl-tRNA synthetase
CyCOG_60000536	hypothetical protein
CyCOG_60000537	Rhodanese-related sulfurtransferase
CyCOG_60000538	SSU ribosomal protein S8P
CyCOG_60000539	hypothetical protein
CyCOG_60000540	preQ(0) biosynthesis protein QueC
CyCOG_60000541	hypothetical protein
CyCOG_60000542	chlorophyll synthase
CyCOG_60000543	uracil phosphoribosyltransferase
CyCOG_60000544	16S rRNA processing protein RimM
CyCOG_60000545	SSU ribosomal protein S3P
CyCOG_60000546	tRNA-U16,U17-dihydrouridine synthase
CyCOG_60000547	cobalt-precorrin-5B (C1)-methyltransferase
CyCOG_60000548	Iron-regulated ABC transporter ATPase subunit SufC
CyCOG_60000549	Galactose mutarotase
CyCOG_60000550	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase
CyCOG_60000551	ATP synthase F1 subcomplex gamma subunit
CyCOG_60000552	cytochrome c biogenesis protein
CyCOG_60000553	molecular chaperone GrpE
CyCOG_60000554	precorrin-6Y C5,15-methyltransferase (decarboxylating)
CyCOG_60000555	O-sialoglycoprotein endopeptidase
CyCOG_60000556	argininosuccinate synthase
CyCOG_60000557	cobalamin biosynthesis protein CobW
CyCOG_60000558	signal recognition particle-docking protein FtsY
CyCOG_60000559	hypothetical protein/Fe-S cluster assembly protein SufD
CyCOG_60000560	hypothetical protein
CyCOG_60000561	LSU ribosomal protein L24P
CyCOG_60000562	trk system potassium uptake protein TrkA
CyCOG_60000563	L-glutamine synthetase
CyCOG_60000564	NAD+ kinase
CyCOG_60000565	SSU ribosomal protein S12P
CyCOG_60000566	transcriptional repressor NrdR
CyCOG_60000567	LSU ribosomal protein L10P
CyCOG_60000568	glycine cleavage system H protein
CyCOG_60000569	5'-nucleotidase /3'-nucleotidase /exopolyphosphatase
CyCOG_60000570	5-amino-6-(5-phosphoribosylamino)uracil reductase
CyCOG_60000571	DNA replication and repair protein RecO
CyCOG_60000572	biotin synthase
CyCOG_60000573	6-phosphogluconate dehydrogenase (decarboxylating)
CyCOG_60000574	hypothetical protein
CyCOG_60000575	phosphoglucomutase
CyCOG_60000576	energy-coupling factor transport system permease protein
CyCOG_60000577	glucose-6-phosphate dehydrogenase assembly protein OpcA
CyCOG_60000578	ATP-binding cassette, subfamily B
CyCOG_60000579	amidophosphoribosyltransferase
CyCOG_60000580	NAD(P) transhydrogenase subunit beta
CyCOG_60000581	GTPase, G3E family
CyCOG_60000582	Uncharacterized conserved protein, DUF1330 family
CyCOG_60000583	LSU ribosomal protein L23P
CyCOG_60000584	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
CyCOG_60000585	LSU ribosomal protein L16P
CyCOG_60000586	LSU ribosomal protein L14P
CyCOG_60000587	Protein of unknown function (DUF565)
CyCOG_60000588	NlpC/P60 family protein
CyCOG_60000589	7-cyano-7-deazaguanine reductase
CyCOG_60000590	ribosome biogenesis GTPase
CyCOG_60000591	ribosome-binding factor A
CyCOG_60000592	cysteine desulfurase / selenocysteine lyase
CyCOG_60000593	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase
CyCOG_60000594	nitrogen regulatory protein P-II family
CyCOG_60000595	transaldolase
CyCOG_60000596	precorrin-8X methylmutase
CyCOG_60000597	triacylglycerol lipase
CyCOG_60000598	geranylgeranyl reductase family
CyCOG_60000599	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase
CyCOG_60000600	3'(2'), 5'-bisphosphate nucleotidase
CyCOG_60000601	tryptophan synthase, beta chain
CyCOG_60000602	spermidine synthase
CyCOG_60000603	hypothetical protein
CyCOG_60000604	GTP-binding protein
CyCOG_60000605	acetolactate synthase, large subunit
CyCOG_60000606	NAD-reducing hydrogenase large subunit
CyCOG_60000607	Apolipoprotein N-acyltransferase
CyCOG_60000608	hypothetical protein
CyCOG_60000609	glycyl-tRNA synthetase beta chain
CyCOG_60000610	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
CyCOG_60000611	hypothetical protein
CyCOG_60000612	Pentapeptide repeat-containing protein
CyCOG_60000613	septum site-determining protein MinC
CyCOG_60000614	hypothetical protein
CyCOG_60000615	DNA-directed RNA polymerase subunit omega
CyCOG_60000616	LSU ribosomal protein L19P
CyCOG_60000617	hypothetical protein
CyCOG_60000618	chorismate lyase
CyCOG_60000619	tRNA (guanosine-2'-O-)-methyltransferase
CyCOG_60000620	shikimate kinase
CyCOG_60000621	Hemolysin, contains CBS domains
CyCOG_60000622	16S rRNA (cytosine967-C5)-methyltransferase
CyCOG_60000623	adenosylcobinamide-phosphate synthase
CyCOG_60000624	ATP synthase F0 subcomplex A subunit
CyCOG_60000625	homoserine O-succinyltransferase
CyCOG_60000626	plastocyanin
CyCOG_60000627	photosystem II CP43 chlorophyll apoprotein
CyCOG_60000628	photosystem II oxygen-evolving enhancer protein 2
CyCOG_60000629	hypothetical protein
CyCOG_60000630	RNAse III
CyCOG_60000631	diaminohydroxyphosphoribosylaminopyrimidine deaminase
CyCOG_60000632	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family
CyCOG_60000633	hypothetical protein
CyCOG_60000634	Protein of unknown function (DUF2973)
CyCOG_60000635	LSU ribosomal protein L20P
CyCOG_60000636	sulfur carrier protein
CyCOG_60000637	tRNA(adenine34) deaminase
CyCOG_60000638	histidine triad (HIT) family protein
CyCOG_60000639	LSU ribosomal protein L4P
CyCOG_60000640	BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase
CyCOG_60000641	cytochrome c-type biogenesis protein CcsB
CyCOG_60000642	peptide deformylase
CyCOG_60000643	hypothetical protein
CyCOG_60000644	Protein of unknown function (DUF3611)
CyCOG_60000645	NusB antitermination factor
CyCOG_60000646	hypothetical protein
CyCOG_60000647	16S rRNA (cytidine1402-2'-O)-methyltransferase
CyCOG_60000648	Undecaprenyl pyrophosphate synthetase
CyCOG_60000649	Tetratricopeptide repeat-containing protein
CyCOG_60000650	photosystem I subunit 3
CyCOG_60000651	8-amino-7-oxononanoate synthase
CyCOG_60000652	hypothetical protein
CyCOG_60000653	ornithine carbamoyltransferase
CyCOG_60000654	arogenate dehydrogenase (NADP)
CyCOG_60000655	iron(III) transport system permease protein
CyCOG_60000656	cation:H+ antiporter
CyCOG_60000657	phenylalanyl-tRNA synthetase, alpha subunit
CyCOG_60000658	glycerol dehydrogenase
CyCOG_60000659	circadian clock protein KaiC
CyCOG_60000660	Holliday junction DNA helicase subunit RuvB
CyCOG_60000661	glucokinase
CyCOG_60000662	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase
CyCOG_60000663	cysteine synthase
CyCOG_60000664	GTP-binding protein
CyCOG_60000665	pyruvate dehydrogenase E1 component beta subunit
CyCOG_60000666	hypothetical protein
CyCOG_60000667	phycoerythrin-associated linker protein
CyCOG_60000668	hypothetical protein
CyCOG_60000669	DNA replication and repair protein RecR
CyCOG_60000670	hypothetical protein
CyCOG_60000671	thymidylate kinase
CyCOG_60000672	6-phosphogluconolactonase
CyCOG_60000673	protein of unknown function (DUF4346)
CyCOG_60000674	ribosome recycling factor
CyCOG_60000675	guanylate kinase
CyCOG_60000676	SsrA-binding protein
CyCOG_60000677	type III pantothenate kinase
CyCOG_60000678	formyltetrahydrofolate deformylase
CyCOG_60000679	1-deoxy-D-xylulose 5-phosphate reductoisomerase
CyCOG_60000680	uridylate kinase
CyCOG_60000681	histidyl-tRNA synthetase
CyCOG_60000682	peptide/nickel transport system substrate-binding protein
CyCOG_60000683	FAD/FMN-containing dehydrogenase
CyCOG_60000684	Choline dehydrogenase
CyCOG_60000685	hypothetical protein
CyCOG_60000686	hypothetical protein
CyCOG_60000687	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
CyCOG_60000688	photosystem II Psb27 protein
CyCOG_60000689	SOS-response transcriptional repressor, LexA
CyCOG_60000690	ATP synthase F1 subcomplex delta subunit
CyCOG_60000691	phosphoribulokinase
CyCOG_60000692	inorganic pyrophosphatase
CyCOG_60000693	pimeloyl-[acyl-carrier protein] methyl ester esterase
CyCOG_60000694	energy-coupling factor transport system ATP-binding protein
CyCOG_60000695	precorrin-6A/cobalt-precorrin-6A reductase
CyCOG_60000696	NAD(P) transhydrogenase subunit alpha
CyCOG_60000697	tryptophan synthase, alpha chain
CyCOG_60000698	cystathionine gamma-synthase
CyCOG_60000699	3-isopropylmalate dehydrogenase
CyCOG_60000700	hypothetical protein
CyCOG_60000701	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
CyCOG_60000702	methionine aminopeptidase, type I
CyCOG_60000703	O-acetylhomoserine sulfhydrylase
CyCOG_60000704	AhpC/TSA family protein
CyCOG_60000705	sulfite reductase (ferredoxin)
CyCOG_60000706	iron(III) transport system substrate-binding protein
CyCOG_60000707	cysteinyl-tRNA synthetase
CyCOG_60000708	Protein of unknown function (DUF4101)
CyCOG_60000709	Protein of unknown function (DUF3104)
CyCOG_60000710	Acetyltransferase (GNAT) family protein
CyCOG_60000711	hypothetical protein
CyCOG_60000712	tRNA threonylcarbamoyl adenosine modification protein YeaZ
CyCOG_60000713	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase
CyCOG_60000714	L-cysteine/cystine lyase
CyCOG_60000715	DNA polymerase-3 subunit delta'
CyCOG_60000716	preprotein translocase subunit SecD
CyCOG_60000717	NADPH-glutathione reductase
CyCOG_60000718	hypothetical protein
CyCOG_60000719	DNA replication and repair protein RecN
CyCOG_60000720	ribonucleotide reductase, class II
CyCOG_60000721	Fe-S cluster assembly iron-binding protein IscA
CyCOG_60000722	malate dehydrogenase (quinone)
CyCOG_60000723	Catechol 2,3-dioxygenase
CyCOG_60000724	LSU ribosomal protein L3P
CyCOG_60000725	all-trans-nonaprenyl-diphosphate synthase
CyCOG_60000726	F-type H+-transporting ATPase subunit b
CyCOG_60000727	Pimeloyl-ACP methyl ester carboxylesterase
CyCOG_60000728	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase
CyCOG_60000729	sirohydrochlorin cobaltochelatase
CyCOG_60000730	molecular chaperone DnaJ
CyCOG_60000731	probable phosphoglycerate mutase
CyCOG_60000732	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) /cobyrinate a,c-diamide synthase
CyCOG_60000733	ATP-binding cassette, subfamily B
CyCOG_60000734	geranylgeranyl reductase
CyCOG_60000735	hypothetical protein
CyCOG_60000736	hypothetical protein
CyCOG_60000737	Chlorophyll A-B binding protein
CyCOG_60000738	SSU ribosomal protein S14P
CyCOG_60000739	NAD(P) transhydrogenase subunit alpha
CyCOG_60000740	hypothetical protein
CyCOG_60000741	UDP-N-acetylmuramoylalanine--D-glutamate ligase
CyCOG_60000742	ATP synthase F0 subcomplex B' subunit
CyCOG_60000743	Predicted PurR-regulated permease PerM
CyCOG_60000744	diaminopimelate decarboxylase
CyCOG_60000745	acetyl-coenzyme A synthetase
CyCOG_60000746	glutamate-5-semialdehyde dehydrogenase
CyCOG_60000747	dihydrofolate synthase / folylpolyglutamate synthase
CyCOG_60000748	tryptophanyl-tRNA synthetase
CyCOG_60000749	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family
CyCOG_60000750	6,7-dimethyl-8-ribityllumazine synthase
CyCOG_60000751	DnaJ domain-containing protein
CyCOG_60000752	Protein of unknown function (DUF2997)
CyCOG_60000753	Protein of unknown function (DUF3119)
CyCOG_60000754	hypothetical protein
CyCOG_60000755	SSU ribosomal protein S17P
CyCOG_60000756	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
CyCOG_60000757	Protein of unknown function (DUF2854)
CyCOG_60000758	Exodeoxyribonuclease III
CyCOG_60000759	lipid-A-disaccharide synthase
CyCOG_60000760	2-isopropylmalate synthase
CyCOG_60000761	two component transcriptional regulator, winged helix family
CyCOG_60000762	cytosine deaminase
CyCOG_60000763	dihydroorotase
CyCOG_60000764	glucose-1-phosphate adenylyltransferase
CyCOG_60000765	lysine decarboxylase/arginine decarboxylase
CyCOG_60000766	hypothetical protein
CyCOG_60000767	NAD(P)H-hydrate epimerase
CyCOG_60000768	homoserine dehydrogenase
CyCOG_60000769	ATP-binding cassette, subfamily B
CyCOG_60000770	bacterial nucleoid protein Hbs
CyCOG_60000771	arsenate reductase
CyCOG_60000772	Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain
CyCOG_60000773	hypothetical protein
CyCOG_60000774	hypothetical protein
CyCOG_60000775	Single-stranded DNA-binding protein
CyCOG_60000776	SSU ribosomal protein S4P
CyCOG_60000777	manganese transport system ATP-binding protein
CyCOG_60000778	hypothetical protein
CyCOG_60000779	Alpha/beta hydrolase of unknown function (DUF1400)
CyCOG_60000780	YUP8H12.25 {{Arabidopsis thaliana}}-type protein. Metallo peptidase. MEROPS family M50B
CyCOG_60000781	acetyl-CoA carboxylase carboxyltransferase subunit alpha
CyCOG_60000782	FAD/FMN-containing dehydrogenase
CyCOG_60000783	cell division protein FtsW
CyCOG_60000784	fatty aldehyde-generating acyl-ACP reductase
CyCOG_60000785	XTP/dITP diphosphohydrolase
CyCOG_60000786	leucyl aminopeptidase
CyCOG_60000787	Predicted dienelactone hydrolase
CyCOG_60000788	preprotein translocase subunit SecE
CyCOG_60000789	3-dehydroquinate dehydratase
CyCOG_60000790	hypothetical protein
CyCOG_60000791	hypothetical protein
CyCOG_60000792	Iron-binding apoprotein IscA
CyCOG_60000793	TusA-related sulfurtransferase
CyCOG_60000794	SSU ribosomal protein S20P
CyCOG_60000795	photosystem II biogenesis protein Psp29
CyCOG_60000796	seryl-tRNA synthetase
CyCOG_60000797	cytochrome c-type biogenesis protein
CyCOG_60000798	Protein of unknown function (DUF3464)
CyCOG_60000799	phosphoadenylylsulfate reductase (thioredoxin)
CyCOG_60000800	TIGR00159 family protein
CyCOG_60000801	hypothetical protein
CyCOG_60000802	tRNA-(ms[2]io[6]A)-hydroxylase
CyCOG_60000803	SprT-like family protein
CyCOG_60000804	peroxiredoxin Q/BCP
CyCOG_60000805	ferredoxin--NADP+ reductase
CyCOG_60000806	methenyltetrahydrofolate cyclohydrolase /5,10-methylenetetrahydrofolate dehydrogenase (NADP+)
CyCOG_60000807	ferrochelatase
CyCOG_60000808	Ubiquinone/menaquinone biosynthesis C-methylase UbiE
CyCOG_60000809	indole-3-glycerol phosphate synthase
CyCOG_60000810	Uncharacterized conserved protein YdiU, UPF0061 family
CyCOG_60000811	Carboxysome shell peptide mid-region
CyCOG_60000812	hypothetical protein
CyCOG_60000813	methionyl-tRNA formyltransferase
CyCOG_60000814	hypothetical protein
CyCOG_60000815	peroxiredoxin Q/BCP
CyCOG_60000816	translation initiation factor 1 (eIF-1/SUI1)
CyCOG_60000817	dihydroneopterin aldolase
CyCOG_60000818	cysteine desulfuration protein SufE
CyCOG_60000819	PII interaction protein X
CyCOG_60000820	sulfate permease, SulP family
CyCOG_60000821	demethylmenaquinone methyltransferase
CyCOG_60000822	glutamate 5-kinase
CyCOG_60000823	voltage-gated potassium channel
CyCOG_60000824	cob(I)yrinic acid a,c-diamide adenosyltransferase
CyCOG_60000825	phosphoribosylamine--glycine ligase
CyCOG_60000826	D-alanine--D-alanine ligase
CyCOG_60000827	bacterial peptide chain release factor 3 (bRF-3)
CyCOG_60000828	peptide/nickel transport system permease protein
CyCOG_60000829	SSU ribosomal protein S1P
CyCOG_60000830	tRNA-i(6)A37 thiotransferase enzyme MiaB
CyCOG_60000831	imidazole glycerol phosphate synthase subunit hisH
CyCOG_60000832	hypothetical protein
CyCOG_60000833	ATP synthase F0 subcomplex C subunit
CyCOG_60000834	hypothetical protein
CyCOG_60000835	RNA polymerase sigma factor, sigma-70 family
CyCOG_60000836	D-fructose 1,6-bisphosphatase /sedoheptulose 1,7-bisphosphatase
CyCOG_60000837	1,4-Dihydroxy-2-naphthoyl-CoA synthase
CyCOG_60000838	peptide-methionine (S)-S-oxide reductase
CyCOG_60000839	lipoyl(octanoyl) transferase
CyCOG_60000840	chromosomal replication initiator protein DnaA
CyCOG_60000841	cell division protein FtsQ
CyCOG_60000842	precorrin-2/cobalt-factor-2 C20-methyltransferase
CyCOG_60000843	photosystem II protein
CyCOG_60000844	dihydrolipoamide dehydrogenase
CyCOG_60000845	Cupin domain protein
CyCOG_60000846	hypothetical protein
CyCOG_60000847	LSU ribosomal protein L29P
CyCOG_60000848	nicotinate-nucleotide adenylyltransferase
CyCOG_60000849	phosphoribosylaminoimidazole-succinocarboxamide synthase
CyCOG_60000850	protein of unknown function (DUF3067)
CyCOG_60000851	NADPH-protochlorophyllide oxidoreductase
CyCOG_60000852	IMP dehydrogenase
CyCOG_60000853	protein of unknown function (DUF4336)
CyCOG_60000854	manganese transport system permease protein
CyCOG_60000855	N-acetylmuramoyl-L-alanine amidase
CyCOG_60000856	starch synthase
CyCOG_60000857	Phage integrase family protein
CyCOG_60000858	divalent cation tolerance protein
CyCOG_60000859	hypothetical protein
CyCOG_60000860	hypothetical protein
CyCOG_60000861	phosphatidate cytidylyltransferase
CyCOG_60000862	sigma 54 modulation protein /SSU ribosomal protein S30P
CyCOG_60000863	secondary thiamine-phosphate synthase enzyme
CyCOG_60000864	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family
CyCOG_60000865	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
CyCOG_60000866	Phosphoglycolate phosphatase, HAD superfamily
CyCOG_60000867	farnesyl-diphosphate synthase
CyCOG_60000868	glutamate racemase
CyCOG_60000869	tRNA 2-selenouridine synthase
CyCOG_60000870	aminomethyltransferase
CyCOG_60000871	manganese transport system substrate-binding protein
CyCOG_60000872	Delta-9 acyl-phospholipid desaturase
CyCOG_60000873	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family
CyCOG_60000874	1,4-alpha-glucan branching enzyme
CyCOG_60000875	prolycopene isomerase
CyCOG_60000876	AAA+-type ATPase, SpoVK/Ycf46/Vps4 family
CyCOG_60000877	transcription-repair coupling factor (superfamily II helicase)
CyCOG_60000878	UDP-galactose 4-epimerase
CyCOG_60000879	hypothetical protein
CyCOG_60000880	Histidine kinase-like ATPase domain-containing protein
CyCOG_60000881	hypothetical protein
CyCOG_60000882	Protein of unknown function (DUF3122)
CyCOG_60000883	3-hydroxyacyl-[acyl-carrier-protein] dehydratase
CyCOG_60000884	hypothetical protein
CyCOG_60000885	hypothetical protein
CyCOG_60000886	ribose-phosphate pyrophosphokinase
CyCOG_60000887	glutathione S-transferase
CyCOG_60000888	glutathione S-transferase
CyCOG_60000889	Protein of unknown function (DUF1092)
CyCOG_60000890	hypothetical protein
CyCOG_60000891	glutamyl-tRNA reductase
CyCOG_60000892	DNA primase
CyCOG_60000893	DNA-3-methyladenine glycosylase
CyCOG_60000894	bacterial translation initiation factor 1 (bIF-1)
CyCOG_60000895	hypothetical protein
CyCOG_60000896	Protein of unknown function (DUF3007)
CyCOG_60000897	peptidylprolyl isomerase/FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
